resultId,raceId,year,circuitId,circuit_name,circuit_difficulty,driverId,driver_name,constructorId,constructor_name,starting_grid,final_position,points,pit_stops,pit_stop_lap,pit_stop_duration,fastestLapTime,fastestLapSpeed,statusId,race_status
3040,162,2000,4,Spanish Grand Prix,Medium,64,diniz,15,sauber,15,22,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3041,163,2000,20,European Grand Prix,Hard,30,michael_schumacher,6,ferrari,2,1,10,#N/A,#N/A,#N/A,\N,\N,1,Finished
3042,163,2000,20,European Grand Prix,Hard,57,hakkinen,1,mclaren,3,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
3043,163,2000,20,European Grand Prix,Hard,14,coulthard,1,mclaren,1,3,4,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3044,163,2000,20,European Grand Prix,Hard,22,barrichello,6,ferrari,4,4,3,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3045,163,2000,20,European Grand Prix,Hard,21,fisichella,22,benetton,7,5,2,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3046,163,2000,20,European Grand Prix,Hard,37,rosa,21,arrows,12,6,1,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3047,163,2000,20,European Grand Prix,Hard,64,diniz,15,sauber,15,7,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3048,163,2000,20,European Grand Prix,Hard,60,mazzacane,18,minardi,21,8,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3049,163,2000,20,European Grand Prix,Hard,55,alesi,20,prost,17,9,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3050,163,2000,20,European Grand Prix,Hard,18,button,3,williams,11,10,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
3051,163,2000,20,European Grand Prix,Hard,65,herbert,19,jaguar,16,11,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3052,163,2000,20,European Grand Prix,Hard,25,wurz,22,benetton,14,12,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3053,163,2000,20,European Grand Prix,Hard,41,zonta,16,bar,18,13,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3054,163,2000,20,European Grand Prix,Hard,48,gene,18,minardi,20,14,0,#N/A,#N/A,#N/A,\N,\N,37,Throttle
3055,163,2000,20,European Grand Prix,Hard,35,villeneuve,16,bar,9,15,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
3056,163,2000,20,European Grand Prix,Hard,56,irvine,19,jaguar,8,16,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3057,163,2000,20,European Grand Prix,Hard,50,verstappen,21,arrows,13,17,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3058,163,2000,20,European Grand Prix,Hard,23,ralf_schumacher,3,williams,5,18,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3059,163,2000,20,European Grand Prix,Hard,63,salo,15,sauber,19,19,0,#N/A,#N/A,#N/A,\N,\N,86,Halfshaft
3060,163,2000,20,European Grand Prix,Hard,49,frentzen,17,jordan,10,20,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
3061,163,2000,20,European Grand Prix,Hard,15,trulli,17,jordan,6,21,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3062,164,2000,6,Monaco Grand Prix,Very Hard,14,coulthard,1,mclaren,3,1,10,#N/A,#N/A,#N/A,\N,\N,1,Finished
3063,164,2000,6,Monaco Grand Prix,Very Hard,22,barrichello,6,ferrari,6,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
3064,164,2000,6,Monaco Grand Prix,Very Hard,21,fisichella,22,benetton,8,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
3065,164,2000,6,Monaco Grand Prix,Very Hard,56,irvine,19,jaguar,10,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
3066,164,2000,6,Monaco Grand Prix,Very Hard,63,salo,15,sauber,13,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
3067,164,2000,6,Monaco Grand Prix,Very Hard,57,hakkinen,1,mclaren,5,6,1,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3068,164,2000,6,Monaco Grand Prix,Very Hard,35,villeneuve,16,bar,17,7,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3069,164,2000,6,Monaco Grand Prix,Very Hard,2,heidfeld,20,prost,18,8,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3070,164,2000,6,Monaco Grand Prix,Very Hard,65,herbert,19,jaguar,11,9,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3071,164,2000,6,Monaco Grand Prix,Very Hard,49,frentzen,17,jordan,4,10,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3072,164,2000,6,Monaco Grand Prix,Very Hard,50,verstappen,21,arrows,15,11,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3073,164,2000,6,Monaco Grand Prix,Very Hard,30,michael_schumacher,6,ferrari,1,12,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
3074,164,2000,6,Monaco Grand Prix,Very Hard,41,zonta,16,bar,20,13,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3075,164,2000,6,Monaco Grand Prix,Very Hard,23,ralf_schumacher,3,williams,9,14,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3076,164,2000,6,Monaco Grand Prix,Very Hard,15,trulli,17,jordan,2,15,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
3077,164,2000,6,Monaco Grand Prix,Very Hard,64,diniz,15,sauber,19,16,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3078,164,2000,6,Monaco Grand Prix,Very Hard,55,alesi,20,prost,7,17,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
3079,164,2000,6,Monaco Grand Prix,Very Hard,60,mazzacane,18,minardi,22,18,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3080,164,2000,6,Monaco Grand Prix,Very Hard,48,gene,18,minardi,21,19,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
3081,164,2000,6,Monaco Grand Prix,Very Hard,25,wurz,22,benetton,12,20,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3082,164,2000,6,Monaco Grand Prix,Very Hard,18,button,3,williams,14,21,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
3083,164,2000,6,Monaco Grand Prix,Very Hard,37,rosa,21,arrows,16,22,0,#N/A,#N/A,#N/A,\N,\N,90,Not restarted
3084,165,2000,7,Canadian Grand Prix,Easy,30,michael_schumacher,6,ferrari,1,1,10,#N/A,#N/A,#N/A,\N,\N,1,Finished
3085,165,2000,7,Canadian Grand Prix,Easy,22,barrichello,6,ferrari,3,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
3086,165,2000,7,Canadian Grand Prix,Easy,21,fisichella,22,benetton,10,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
3087,165,2000,7,Canadian Grand Prix,Easy,57,hakkinen,1,mclaren,4,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
3088,165,2000,7,Canadian Grand Prix,Easy,50,verstappen,21,arrows,13,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
3089,165,2000,7,Canadian Grand Prix,Easy,15,trulli,17,jordan,7,6,1,#N/A,#N/A,#N/A,\N,\N,1,Finished
3090,165,2000,7,Canadian Grand Prix,Easy,14,coulthard,1,mclaren,2,7,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3091,165,2000,7,Canadian Grand Prix,Easy,41,zonta,16,bar,8,8,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3092,165,2000,7,Canadian Grand Prix,Easy,25,wurz,22,benetton,14,9,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3093,165,2000,7,Canadian Grand Prix,Easy,64,diniz,15,sauber,19,10,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3094,165,2000,7,Canadian Grand Prix,Easy,18,button,3,williams,18,11,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3095,165,2000,7,Canadian Grand Prix,Easy,60,mazzacane,18,minardi,22,12,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3096,165,2000,7,Canadian Grand Prix,Easy,56,irvine,19,jaguar,16,13,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
3097,165,2000,7,Canadian Grand Prix,Easy,23,ralf_schumacher,3,williams,12,14,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3098,165,2000,7,Canadian Grand Prix,Easy,35,villeneuve,16,bar,6,15,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3099,165,2000,7,Canadian Grand Prix,Easy,48,gene,18,minardi,20,16,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3100,165,2000,7,Canadian Grand Prix,Easy,37,rosa,21,arrows,9,17,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3101,165,2000,7,Canadian Grand Prix,Easy,63,salo,15,sauber,15,18,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
3102,165,2000,7,Canadian Grand Prix,Easy,55,alesi,20,prost,17,19,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
3103,165,2000,7,Canadian Grand Prix,Easy,2,heidfeld,20,prost,21,20,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
3104,165,2000,7,Canadian Grand Prix,Easy,49,frentzen,17,jordan,5,21,0,#N/A,#N/A,#N/A,\N,\N,23,Brakes
3105,165,2000,7,Canadian Grand Prix,Easy,65,herbert,19,jaguar,11,22,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
3106,166,2000,8,French Grand Prix,Medium,14,coulthard,1,mclaren,2,1,10,#N/A,#N/A,#N/A,\N,\N,1,Finished
3107,166,2000,8,French Grand Prix,Medium,57,hakkinen,1,mclaren,4,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
3108,166,2000,8,French Grand Prix,Medium,22,barrichello,6,ferrari,3,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
3109,166,2000,8,French Grand Prix,Medium,35,villeneuve,16,bar,7,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
3110,166,2000,8,French Grand Prix,Medium,23,ralf_schumacher,3,williams,5,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
3111,166,2000,8,French Grand Prix,Medium,15,trulli,17,jordan,9,6,1,#N/A,#N/A,#N/A,\N,\N,1,Finished
3112,166,2000,8,French Grand Prix,Medium,49,frentzen,17,jordan,8,7,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3113,166,2000,8,French Grand Prix,Medium,18,button,3,williams,10,8,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3114,166,2000,8,French Grand Prix,Medium,21,fisichella,22,benetton,14,9,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3115,166,2000,8,French Grand Prix,Medium,63,salo,15,sauber,12,10,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3116,166,2000,8,French Grand Prix,Medium,64,diniz,15,sauber,15,11,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3117,166,2000,8,French Grand Prix,Medium,2,heidfeld,20,prost,16,12,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3118,166,2000,8,French Grand Prix,Medium,56,irvine,19,jaguar,6,13,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3119,166,2000,8,French Grand Prix,Medium,55,alesi,20,prost,18,14,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3120,166,2000,8,French Grand Prix,Medium,48,gene,18,minardi,21,15,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3121,166,2000,8,French Grand Prix,Medium,30,michael_schumacher,6,ferrari,1,16,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
3122,166,2000,8,French Grand Prix,Medium,37,rosa,21,arrows,13,17,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
3123,166,2000,8,French Grand Prix,Medium,25,wurz,22,benetton,17,18,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3124,166,2000,8,French Grand Prix,Medium,60,mazzacane,18,minardi,22,19,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3125,166,2000,8,French Grand Prix,Medium,50,verstappen,21,arrows,20,20,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
3126,166,2000,8,French Grand Prix,Medium,65,herbert,19,jaguar,11,21,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
3127,166,2000,8,French Grand Prix,Medium,41,zonta,16,bar,19,22,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3128,167,2000,70,Austrian Grand Prix,Very Easy,57,hakkinen,1,mclaren,1,1,10,#N/A,#N/A,#N/A,\N,\N,1,Finished
3129,167,2000,70,Austrian Grand Prix,Very Easy,14,coulthard,1,mclaren,2,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
3130,167,2000,70,Austrian Grand Prix,Very Easy,22,barrichello,6,ferrari,3,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
3131,167,2000,70,Austrian Grand Prix,Very Easy,35,villeneuve,16,bar,7,4,3,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3132,167,2000,70,Austrian Grand Prix,Very Easy,18,button,3,williams,18,5,2,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3133,167,2000,70,Austrian Grand Prix,Very Easy,63,salo,15,sauber,9,6,1,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3134,167,2000,70,Austrian Grand Prix,Very Easy,65,herbert,19,jaguar,16,7,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3135,167,2000,70,Austrian Grand Prix,Very Easy,48,gene,18,minardi,20,8,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3136,167,2000,70,Austrian Grand Prix,Very Easy,64,diniz,15,sauber,11,9,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3137,167,2000,70,Austrian Grand Prix,Very Easy,25,wurz,22,benetton,14,10,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3138,167,2000,70,Austrian Grand Prix,Very Easy,54,burti,19,jaguar,21,11,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3139,167,2000,70,Austrian Grand Prix,Very Easy,60,mazzacane,18,minardi,22,12,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
3140,167,2000,70,Austrian Grand Prix,Very Easy,41,zonta,16,bar,6,13,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
3141,167,2000,70,Austrian Grand Prix,Very Easy,23,ralf_schumacher,3,williams,19,14,0,#N/A,#N/A,#N/A,\N,\N,23,Brakes
3142,167,2000,70,Austrian Grand Prix,Very Easy,2,heidfeld,20,prost,13,15,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3143,167,2000,70,Austrian Grand Prix,Very Easy,55,alesi,20,prost,17,16,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3144,167,2000,70,Austrian Grand Prix,Very Easy,37,rosa,21,arrows,12,17,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
3145,167,2000,70,Austrian Grand Prix,Very Easy,50,verstappen,21,arrows,10,18,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
3146,167,2000,70,Austrian Grand Prix,Very Easy,49,frentzen,17,jordan,15,19,0,#N/A,#N/A,#N/A,\N,\N,44,Oil leak
3147,167,2000,70,Austrian Grand Prix,Very Easy,30,michael_schumacher,6,ferrari,4,20,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3148,167,2000,70,Austrian Grand Prix,Very Easy,15,trulli,17,jordan,5,21,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3149,167,2000,70,Austrian Grand Prix,Very Easy,21,fisichella,22,benetton,8,22,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3150,168,2000,10,German Grand Prix,Very Hard,22,barrichello,6,ferrari,18,1,10,#N/A,#N/A,#N/A,\N,\N,1,Finished
3151,168,2000,10,German Grand Prix,Very Hard,57,hakkinen,1,mclaren,4,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
3152,168,2000,10,German Grand Prix,Very Hard,14,coulthard,1,mclaren,1,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
3153,168,2000,10,German Grand Prix,Very Hard,18,button,3,williams,16,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
3154,168,2000,10,German Grand Prix,Very Hard,63,salo,15,sauber,15,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
3155,168,2000,10,German Grand Prix,Very Hard,37,rosa,21,arrows,5,6,1,#N/A,#N/A,#N/A,\N,\N,1,Finished
3156,168,2000,10,German Grand Prix,Very Hard,23,ralf_schumacher,3,williams,14,7,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3157,168,2000,10,German Grand Prix,Very Hard,35,villeneuve,16,bar,9,8,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3158,168,2000,10,German Grand Prix,Very Hard,15,trulli,17,jordan,6,9,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3159,168,2000,10,German Grand Prix,Very Hard,56,irvine,19,jaguar,10,10,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3160,168,2000,10,German Grand Prix,Very Hard,60,mazzacane,18,minardi,21,11,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3161,168,2000,10,German Grand Prix,Very Hard,2,heidfeld,20,prost,13,12,0,#N/A,#N/A,#N/A,\N,\N,91,Alternator
3162,168,2000,10,German Grand Prix,Very Hard,49,frentzen,17,jordan,17,13,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
3163,168,2000,10,German Grand Prix,Very Hard,50,verstappen,21,arrows,11,14,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3164,168,2000,10,German Grand Prix,Very Hard,41,zonta,16,bar,12,15,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3165,168,2000,10,German Grand Prix,Very Hard,48,gene,18,minardi,22,16,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
3166,168,2000,10,German Grand Prix,Very Hard,25,wurz,22,benetton,7,17,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
3167,168,2000,10,German Grand Prix,Very Hard,64,diniz,15,sauber,19,18,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3168,168,2000,10,German Grand Prix,Very Hard,55,alesi,20,prost,20,19,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3169,168,2000,10,German Grand Prix,Very Hard,65,herbert,19,jaguar,8,20,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
3170,168,2000,10,German Grand Prix,Very Hard,30,michael_schumacher,6,ferrari,2,21,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3171,168,2000,10,German Grand Prix,Very Hard,21,fisichella,22,benetton,3,22,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3172,169,2000,11,Hungarian Grand Prix,Hard,57,hakkinen,1,mclaren,3,1,10,#N/A,#N/A,#N/A,\N,\N,1,Finished
3173,169,2000,11,Hungarian Grand Prix,Hard,30,michael_schumacher,6,ferrari,1,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
3174,169,2000,11,Hungarian Grand Prix,Hard,14,coulthard,1,mclaren,2,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
3175,169,2000,11,Hungarian Grand Prix,Hard,22,barrichello,6,ferrari,5,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
3176,169,2000,11,Hungarian Grand Prix,Hard,23,ralf_schumacher,3,williams,4,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
3177,169,2000,11,Hungarian Grand Prix,Hard,49,frentzen,17,jordan,6,6,1,#N/A,#N/A,#N/A,\N,\N,1,Finished
3178,169,2000,11,Hungarian Grand Prix,Hard,15,trulli,17,jordan,12,7,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3179,169,2000,11,Hungarian Grand Prix,Hard,56,irvine,19,jaguar,10,8,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3180,169,2000,11,Hungarian Grand Prix,Hard,18,button,3,williams,8,9,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3181,169,2000,11,Hungarian Grand Prix,Hard,63,salo,15,sauber,9,10,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3182,169,2000,11,Hungarian Grand Prix,Hard,25,wurz,22,benetton,11,11,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3183,169,2000,11,Hungarian Grand Prix,Hard,35,villeneuve,16,bar,16,12,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3184,169,2000,11,Hungarian Grand Prix,Hard,50,verstappen,21,arrows,20,13,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3185,169,2000,11,Hungarian Grand Prix,Hard,41,zonta,16,bar,18,14,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3186,169,2000,11,Hungarian Grand Prix,Hard,48,gene,18,minardi,21,15,0,#N/A,#N/A,#N/A,\N,\N,13,+3 Laps
3187,169,2000,11,Hungarian Grand Prix,Hard,37,rosa,21,arrows,15,16,0,#N/A,#N/A,#N/A,\N,\N,14,+4 Laps
3188,169,2000,11,Hungarian Grand Prix,Hard,60,mazzacane,18,minardi,22,17,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
3189,169,2000,11,Hungarian Grand Prix,Hard,65,herbert,19,jaguar,17,18,0,#N/A,#N/A,#N/A,\N,\N,6,Gearbox
3190,169,2000,11,Hungarian Grand Prix,Hard,64,diniz,15,sauber,13,19,0,#N/A,#N/A,#N/A,\N,\N,7,Transmission
3191,169,2000,11,Hungarian Grand Prix,Hard,21,fisichella,22,benetton,7,20,0,#N/A,#N/A,#N/A,\N,\N,23,Brakes
3192,169,2000,11,Hungarian Grand Prix,Hard,2,heidfeld,20,prost,19,21,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
3193,169,2000,11,Hungarian Grand Prix,Hard,55,alesi,20,prost,14,22,0,#N/A,#N/A,#N/A,\N,\N,22,Suspension
3194,170,2000,13,Belgian Grand Prix,Easy,57,hakkinen,1,mclaren,1,1,10,#N/A,#N/A,#N/A,\N,\N,1,Finished
3195,170,2000,13,Belgian Grand Prix,Easy,30,michael_schumacher,6,ferrari,4,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
3196,170,2000,13,Belgian Grand Prix,Easy,23,ralf_schumacher,3,williams,6,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
3197,170,2000,13,Belgian Grand Prix,Easy,14,coulthard,1,mclaren,5,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
3198,170,2000,13,Belgian Grand Prix,Easy,18,button,3,williams,3,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
3199,170,2000,13,Belgian Grand Prix,Easy,49,frentzen,17,jordan,8,6,1,#N/A,#N/A,#N/A,\N,\N,1,Finished
3200,170,2000,13,Belgian Grand Prix,Easy,35,villeneuve,16,bar,7,7,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3201,170,2000,13,Belgian Grand Prix,Easy,65,herbert,19,jaguar,9,8,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3202,170,2000,13,Belgian Grand Prix,Easy,63,salo,15,sauber,18,9,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3203,170,2000,13,Belgian Grand Prix,Easy,56,irvine,19,jaguar,12,10,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3204,170,2000,13,Belgian Grand Prix,Easy,64,diniz,15,sauber,15,11,0,#N/A,#N/A,#N/A,\N,\N,1,Finished
3205,170,2000,13,Belgian Grand Prix,Easy,41,zonta,16,bar,13,12,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3206,170,2000,13,Belgian Grand Prix,Easy,25,wurz,22,benetton,19,13,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3207,170,2000,13,Belgian Grand Prix,Easy,48,gene,18,minardi,21,14,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3208,170,2000,13,Belgian Grand Prix,Easy,50,verstappen,21,arrows,20,15,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3209,170,2000,13,Belgian Grand Prix,Easy,37,rosa,21,arrows,16,16,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3210,170,2000,13,Belgian Grand Prix,Easy,60,mazzacane,18,minardi,22,17,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3211,170,2000,13,Belgian Grand Prix,Easy,22,barrichello,6,ferrari,10,18,0,#N/A,#N/A,#N/A,\N,\N,32,Fuel pressure
3212,170,2000,13,Belgian Grand Prix,Easy,55,alesi,20,prost,17,19,0,#N/A,#N/A,#N/A,\N,\N,32,Fuel pressure
3213,170,2000,13,Belgian Grand Prix,Easy,2,heidfeld,20,prost,14,20,0,#N/A,#N/A,#N/A,\N,\N,5,Engine
3214,170,2000,13,Belgian Grand Prix,Easy,21,fisichella,22,benetton,11,21,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
3215,170,2000,13,Belgian Grand Prix,Easy,15,trulli,17,jordan,2,22,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3216,171,2000,14,Italian Grand Prix,Very Easy,30,michael_schumacher,6,ferrari,1,1,10,#N/A,#N/A,#N/A,\N,\N,1,Finished
3217,171,2000,14,Italian Grand Prix,Very Easy,57,hakkinen,1,mclaren,3,2,6,#N/A,#N/A,#N/A,\N,\N,1,Finished
3218,171,2000,14,Italian Grand Prix,Very Easy,23,ralf_schumacher,3,williams,7,3,4,#N/A,#N/A,#N/A,\N,\N,1,Finished
3219,171,2000,14,Italian Grand Prix,Very Easy,50,verstappen,21,arrows,11,4,3,#N/A,#N/A,#N/A,\N,\N,1,Finished
3220,171,2000,14,Italian Grand Prix,Very Easy,25,wurz,22,benetton,13,5,2,#N/A,#N/A,#N/A,\N,\N,1,Finished
3221,171,2000,14,Italian Grand Prix,Very Easy,41,zonta,16,bar,17,6,1,#N/A,#N/A,#N/A,\N,\N,1,Finished
3222,171,2000,14,Italian Grand Prix,Very Easy,63,salo,15,sauber,15,7,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3223,171,2000,14,Italian Grand Prix,Very Easy,64,diniz,15,sauber,16,8,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3224,171,2000,14,Italian Grand Prix,Very Easy,48,gene,18,minardi,21,9,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3225,171,2000,14,Italian Grand Prix,Very Easy,60,mazzacane,18,minardi,22,10,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3226,171,2000,14,Italian Grand Prix,Very Easy,21,fisichella,22,benetton,9,11,0,#N/A,#N/A,#N/A,\N,\N,11,+1 Lap
3227,171,2000,14,Italian Grand Prix,Very Easy,55,alesi,20,prost,19,12,0,#N/A,#N/A,#N/A,\N,\N,12,+2 Laps
3228,171,2000,14,Italian Grand Prix,Very Easy,2,heidfeld,20,prost,20,13,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3229,171,2000,14,Italian Grand Prix,Very Easy,35,villeneuve,16,bar,4,14,0,#N/A,#N/A,#N/A,\N,\N,10,Electrical
3230,171,2000,14,Italian Grand Prix,Very Easy,18,button,3,williams,12,15,0,#N/A,#N/A,#N/A,\N,\N,20,Spun off
3231,171,2000,14,Italian Grand Prix,Very Easy,65,herbert,19,jaguar,18,16,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
3232,171,2000,14,Italian Grand Prix,Very Easy,22,barrichello,6,ferrari,2,17,0,#N/A,#N/A,#N/A,\N,\N,4,Collision
